pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid
$2450,los angeles,LA westside-southbay,2000 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,15.9126,green,mid-size,automatic,sedan,0,2450,7.8038435,2000,18,2.7671113,1,0,1,0
$450,chicago,chicago N,1999 Toyota Camry,NA,4 cylinders,fwd,gas,15.3,NA,NA,automatic,NA,0,450,6.1092477,1999,19,2.7278528,0,0,0,0
$2700,chicago,chicago S,2003 toyota camry,NA,NA,NA,gas,23,NA,NA,automatic,NA,0,2700,7.9010072,2003,15,3.1354942,0,0,0,0
$3980,chicago,chicago S,2002 toyota camry le,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.2890368,2002,16,2.7471876,1,0,0,0
$2995,chicago,indiana NW,1999 toyota camry le,good,4 cylinders,fwd,gas,14.415,grey,mid-size,automatic,sedan,1,2995,8.0046997,1999,19,2.6682694,1,0,0,0
$3395,chicago,chicago suburbs,2005 toyota camry se sedan 4d,good,4 cylinders,fwd,gas,18.9,silver,full-size,automatic,NA,0,3395,8.1300592,2005,13,2.939162,0,0,1,0
$4000,chicago,chicago city,2005 toyota camry,good,4 cylinders,fwd,gas,22,red,mid-size,automatic,sedan,0,4000,8.2940493,2005,13,3.0910425,0,0,0,0
$1800,chicago,chicago city,1999 toyota camry,good,6 cylinders,fwd,gas,25.1925,white,mid-size,automatic,sedan,0,1800,7.495542,1999,19,3.2265463,0,0,0,0
$950,chicago,chicago N,1992 toyota camry,fair,4 cylinders,fwd,gas,18.5,silver,compact,automatic,coupe,0,950,6.856462,1992,26,2.9177706,0,0,0,0
$1000,los angeles,LA long beach,1999 toyota camry xle,NA,NA,NA,gas,17.01991844177246,NA,NA,automatic,NA,0,1000,6.9077554,1999,19,2.8343844,0,1,0,0
$2300,chicago,chicago city,2003 toyota camry,NA,NA,NA,gas,14.08167171478271,NA,NA,automatic,NA,0,2300,7.7406645,2003,15,2.6448741,0,0,0,0
$2200,chicago,chicago city,1999 1999 Toyota Camry,NA,NA,NA,gas,17.01991844177246,NA,NA,automatic,NA,0,2200,7.6962128,1999,19,2.8343844,0,0,0,0
$2500,chicago,chicago city,2003 toyota camry,NA,NA,NA,gas,14.08167171478271,NA,NA,automatic,NA,0,2500,7.8240461,2003,15,2.6448741,0,0,0,0
$8000,los angeles,LA long beach,2012 Toyota Camry,NA,NA,NA,gas,8.304973602294922,NA,NA,automatic,NA,0,8000,8.9871969,2012,6,2.1168547,0,0,0,0
$6800,chicago,chicago city,2009 Toyota Camry,NA,NA,NA,gas,16.45036315917969,NA,NA,automatic,NA,0,6800,8.8246775,2009,9,2.8003476,0,0,0,0
$1000,chicago,chicago N,1998 toyota camry le,good,4 cylinders,fwd,gas,20,custom,full-size,automatic,sedan,0,1000,6.9077554,1998,20,2.9957323,1,0,0,0
$14994,chicago,chicago city,2015 TOYOTA CAMRY,NA,NA,fwd,gas,3.6154,white,NA,automatic,sedan,1,14994,9.6154051,2015,3,1.2852025,0,0,0,0
$9785,chicago,chicago W,2006 toyota camry solara convertible,excellent,6 cylinders,fwd,gas,7.5962,black,NA,automatic,NA,0,9785,9.1886063,2006,12,2.0276482,0,0,0,0
$1500,chicago,chicago S,1999 toyota camry le,excellent,4 cylinders,fwd,gas,17.01991844177246,NA,full-size,automatic,coupe,0,1500,7.3132205,1999,19,2.8343844,1,0,0,0
$9888,chicago,chicago city,2005 Toyota Camry Solara 2dr Cpe SPT V6 Auto (Natl),NA,6 cylinders,fwd,NA,5.6172,NA,NA,automatic,coupe,1,9888,9.1990776,2005,13,1.7258333,0,0,0,0
$17777,chicago,chicago city,2015 toyota camry xle,excellent,4 cylinders,fwd,gas,4.963212966918945,silver,NA,automatic,NA,1,17777,9.7856607,2015,3,1.6020533,0,1,0,0
$8500,los angeles,San Fernando,2009 toyota camry,excellent,6 cylinders,fwd,gas,16.45036315917969,NA,NA,automatic,sedan,0,8500,9.047821,2009,9,2.8003476,0,0,0,0
$14593,chicago,chicago W,2016 Toyota Camry,NA,4 cylinders,fwd,gas,4.5484,black,NA,automatic,sedan,1,14593,9.5882969,2016,2,1.5147755,0,0,0,0
$5499,chicago,chicago S,2003 TOYOTA CAMRY  SOLARA,NA,6 cylinders,NA,gas,15.7,black,NA,automatic,SUV,1,5499,8.6123219,2003,15,2.7536607,0,0,0,0
$2800,chicago,chicago S,2000 toyota camry solara,good,6 cylinders,fwd,gas,21.21,silver,mid-size,manual,coupe,0,2800,7.9373746,2000,18,3.0544727,0,0,0,0
$10800,chicago,chicago N,2010 Toyota Camry se,NA,NA,NA,gas,14.66399955749512,NA,NA,automatic,NA,0,10800,9.2873011,2010,8,2.6853955,0,0,1,0
$9750,los angeles,LA long beach,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,automatic,sedan,0,9750,9.1850224,2010,8,1.5260563,0,0,0,0
$500,chicago,chicago city,2014 TOYOTA CAMRY,like new,4 cylinders,fwd,gas,4.791686534881592,black,full-size,automatic,sedan,1,500,6.2146082,2014,4,1.5668825,0,0,0,0
$9499,chicago,chicago suburbs,2007 TOYOTA CAMRY,NA,4 cylinders,NA,gas,4.314,red,NA,automatic,sedan,1,9499,9.1589422,2007,11,1.4618655,0,0,0,0
$16450,los angeles,San Fernando,2014 Toyota Camry XLE,NA,NA,fwd,gas,2.23,black,NA,automatic,sedan,1,16450,9.7080803,2014,4,.8020016,0,1,0,0
$2500,los angeles,LA san gabriel,1999 toyota camry,NA,NA,NA,gas,17.01991844177246,NA,NA,automatic,NA,0,2500,7.8240461,1999,19,2.8343844,0,0,0,0
$3000,los angeles,San Fernando,2001 toyota camry solara,NA,NA,NA,gas,12,NA,NA,automatic,NA,0,3000,8.0063677,2001,17,2.4849067,0,0,0,0
$5800,los angeles,central LA,2005 Toyota Camry LE,excellent,4 cylinders,NA,gas,14.38425159454346,NA,NA,automatic,sedan,0,5800,8.6656132,2005,13,2.6661339,1,0,0,0
$13000,los angeles,LA long beach,2014 toyota camry se,good,4 cylinders,fwd,gas,6.6,silver,compact,automatic,sedan,0,13000,9.4727049,2014,4,1.8870697,0,0,1,0
$5000,los angeles,LA san gabriel,2005 toyota camry,good,NA,NA,gas,10,black,NA,automatic,NA,0,5000,8.5171928,2005,13,2.3025851,0,0,0,0
$6995,los angeles,central LA,2006 Toyota Camry Solara SE,NA,NA,fwd,gas,11.2426,blue,NA,automatic,coupe,1,6995,8.852951,2006,12,2.4197102,0,0,1,0
$11995,los angeles,San Fernando,2012 toyota Camry LE,like new,4 cylinders,fwd,gas,4.8894,grey,mid-size,automatic,sedan,0,11995,9.3922453,2012,6,1.5870696,1,0,0,0
$1299,los angeles,LA san gabriel,2000 Toyota Camry,NA,NA,NA,gas,16.83345794677734,NA,NA,automatic,NA,0,1299,7.1693501,2000,18,2.8233685,0,0,0,0
$2500,los angeles,LA westside-southbay,2001 toyota camry ce,excellent,NA,NA,gas,16.20146942138672,NA,NA,automatic,NA,0,2500,7.8240461,2001,17,2.7851019,0,0,0,0
$2500,los angeles,North LA county,2003 toyota camry,NA,4 cylinders,NA,gas,17.5,NA,NA,automatic,NA,0,2500,7.8240461,2003,15,2.862201,0,0,0,0
$7600,los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,8.1,NA,NA,automatic,NA,0,7600,8.9359035,2009,9,2.0918641,0,0,0,0
$2500,los angeles,LA westside-southbay,2001 toyota camry ce,excellent,NA,NA,gas,16.20146942138672,NA,NA,automatic,sedan,0,2500,7.8240461,2001,17,2.7851019,0,0,0,0
$6000,los angeles,central LA,2007 toyota camry,like new,6 cylinders,NA,gas,11.1465,NA,NA,automatic,NA,0,6000,8.6995144,2007,11,2.4111257,0,0,0,0
$7595,los angeles,central LA,2009 toyota camry,like new,NA,NA,gas,8.1,NA,NA,automatic,NA,0,7595,8.9352455,2009,9,2.0918641,0,0,0,0
$400,los angeles,North LA county,1999 toyota camry,good,4 cylinders,rwd,gas,20,brown,NA,automatic,sedan,0,400,5.9914646,1999,19,2.9957323,0,0,0,0
$7995,los angeles,San Fernando,2011 TOYOTA CAMRY,NA,NA,fwd,other,13.1611,red,NA,automatic,sedan,1,7995,8.9865713,2011,7,2.5772655,0,0,0,0
$1055,los angeles,LA westside-southbay,2005 Toyota Camry,excellent,6 cylinders,fwd,gas,14.38425159454346,white,full-size,automatic,sedan,0,1055,6.9612961,2005,13,2.6661339,0,0,0,0
$4500,los angeles,LA long beach,2010 toyota camry se 4dr sedan,NA,NA,NA,gas,14.66399955749512,NA,NA,automatic,NA,0,4500,8.4118328,2010,8,2.6853955,0,0,1,0
$3400,los angeles,LA san gabriel,2005 toyota camry,NA,NA,NA,gas,14.38425159454346,NA,NA,automatic,NA,0,3400,8.1315308,2005,13,2.6661339,0,0,0,0
$6999,los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,NA,gas,12.54811191558838,NA,NA,automatic,NA,0,6999,8.8535223,2008,10,2.5295701,0,0,0,0
$3800,los angeles,LA long beach,2005 Toyota Camry Le,good,4 cylinders,fwd,gas,15.1352,silver,mid-size,automatic,sedan,0,3800,8.2427559,2005,13,2.7170231,0,0,0,0
$2700,los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,NA,gas,16.83345794677734,brown,full-size,automatic,sedan,0,2700,7.9010072,2000,18,2.8233685,0,0,0,0
$1000,los angeles,LA westside-southbay,2003 toyota camry xle,like new,4 cylinders,fwd,gas,14.08167171478271,white,full-size,automatic,sedan,0,1000,6.9077554,2003,15,2.6448741,0,1,0,0
$1060,los angeles,LA westside-southbay,2004 Toyota Camry Le,excellent,6 cylinders,fwd,gas,15.40804576873779,white,full-size,automatic,NA,0,1060,6.9660244,2004,14,2.7348897,0,0,0,0
$10995,los angeles,San Fernando,2013 Toyota Camry SE,excellent,4 cylinders,NA,gas,7.531633377075195,NA,NA,automatic,NA,0,10995,9.3051958,2013,5,2.0191119,0,0,1,0
$7899,los angeles,central LA,2009 toyota camry,NA,NA,NA,gas,16.45036315917969,NA,NA,automatic,NA,0,7899,8.9744911,2009,9,2.8003476,0,0,0,0
$6000,los angeles,San Fernando,2007 toyota camry,like new,6 cylinders,NA,gas,11.62693023681641,NA,NA,automatic,NA,0,6000,8.6995144,2007,11,2.4533241,0,0,0,0
$2500,los angeles,central LA,2004 toyota camry,good,NA,NA,gas,15.40804576873779,NA,NA,automatic,NA,0,2500,7.8240461,2004,14,2.7348897,0,0,0,0
$8000,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,11.1,NA,NA,automatic,NA,0,8000,8.9871969,2011,7,2.406945,0,0,0,0
$3000,los angeles,LA westside-southbay,2002 toyota camry,excellent,NA,NA,gas,14.32672119140625,NA,NA,automatic,NA,0,3000,8.0063677,2002,16,2.6621263,0,0,0,0
$2500,los angeles,San Fernando,2003 Toyota camry,NA,4 cylinders,NA,gas,14.08167171478271,NA,NA,automatic,NA,0,2500,7.8240461,2003,15,2.6448741,0,0,0,0
$3800,los angeles,LA long beach,2005 Toyota Camry,good,4 cylinders,fwd,gas,15.1352,silver,mid-size,automatic,sedan,0,3800,8.2427559,2005,13,2.7170231,0,0,0,0
$4900,los angeles,central LA,2007 TOYOTA CAMRY LE,excellent,4 cylinders,fwd,gas,18.3138,blue,mid-size,automatic,sedan,0,4900,8.4969902,2007,11,2.9076548,1,0,0,0
$2500,los angeles,LA westside-southbay,2002 Toyota Camry LE,good,NA,NA,gas,14.32672119140625,NA,NA,automatic,NA,0,2500,7.8240461,2002,16,2.6621263,1,0,0,0
$6500,los angeles,San Fernando,2007 Toyota Camry LE,excellent,4 cylinders,fwd,gas,10.169,silver,mid-size,automatic,sedan,0,6500,8.7795572,2007,11,2.3193438,1,0,0,0
$12700,los angeles,LA long beach,2016 toyota camry,NA,NA,NA,gas,4.249044418334961,NA,NA,automatic,NA,0,12700,9.449357,2016,2,1.4466941,0,0,0,0
$2500,los angeles,central LA,2001 Toyota camry le,NA,NA,NA,gas,16.20146942138672,NA,NA,automatic,NA,0,2500,7.8240461,2001,17,2.7851019,1,0,0,0
$2400,los angeles,central LA,2003 toyota camry,NA,NA,NA,gas,14.08167171478271,NA,NA,automatic,NA,0,2400,7.7832241,2003,15,2.6448741,0,0,0,0
$9500,los angeles,LA long beach,2014 toyota camry se 4dr sedan,NA,NA,NA,gas,4.791686534881592,NA,NA,automatic,NA,0,9500,9.1590471,2014,4,1.5668825,0,0,1,0
$3300,los angeles,San Fernando,2001 toyota camry le,excellent,4 cylinders,NA,gas,13.3,grey,NA,automatic,NA,0,3300,8.1016779,2001,17,2.587764,1,0,0,0
$10300,los angeles,central LA,2014 Toyota Camry Se,NA,NA,NA,gas,2.6942,NA,NA,automatic,NA,0,10300,9.2398996,2014,4,.99110132,0,0,0,0
$600,los angeles,central LA,1994 toyota camry le,good,NA,NA,gas,20.4159,red,mid-size,automatic,NA,0,600,6.3969297,1994,24,3.016314,1,0,0,0
$4800,los angeles,San Fernando,2006 Toyota camry,NA,NA,NA,gas,10.5,NA,NA,automatic,NA,0,4800,8.4763708,2006,12,2.3513753,0,0,0,0
$4900,los angeles,central LA,2007 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,13.8183,blue,mid-size,automatic,sedan,0,4900,8.4969902,2007,11,2.6259937,1,0,1,0
$2300,los angeles,San Fernando,2006 Toyota Camry,like new,4 cylinders,NA,gas,12.66718101501465,grey,full-size,automatic,sedan,0,2300,7.7406645,2006,12,2.5390146,0,0,0,0
$4999,los angeles,central LA,2008 Toyota camry,good,4 cylinders,NA,gas,15,black,full-size,automatic,sedan,0,4999,8.5169935,2008,10,2.7080503,0,0,0,0
$6000,los angeles,LA long beach,2007 toyota camry,like new,6 cylinders,NA,gas,11.62693023681641,NA,NA,automatic,NA,0,6000,8.6995144,2007,11,2.4533241,0,0,0,0
$9000,los angeles,San Fernando,2005 Toyota Camry or Prius,NA,NA,NA,gas,14.38425159454346,NA,NA,automatic,NA,0,9000,9.1049795,2005,13,2.6661339,0,0,0,0
$11900,los angeles,central LA,2015 Toyota Camry Se,NA,NA,NA,gas,3.5007,NA,NA,automatic,NA,0,11900,9.3842936,2015,3,1.2529629,0,0,0,0
$3900,los angeles,central LA,2000 Toyota Camry,good,4 cylinders,fwd,gas,12,white,compact,automatic,sedan,0,3900,8.2687321,2000,18,2.4849067,0,0,0,0
$2500,los angeles,central LA,1998 toyota camry,good,NA,NA,gas,16.82425880432129,NA,NA,automatic,NA,0,2500,7.8240461,1998,20,2.8228219,0,0,0,0
$7500,los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,8.1,NA,NA,automatic,NA,0,7500,8.922658,2009,9,2.0918641,0,0,0,0
$1000,los angeles,central LA,2012 toyota camry,NA,NA,NA,gas,8.304973602294922,NA,NA,automatic,NA,0,1000,6.9077554,2012,6,2.1168547,0,0,0,0
$550,los angeles,LA san gabriel,1993 toyota camry,NA,NA,NA,gas,31.95,NA,NA,automatic,NA,0,550,6.3099184,1993,25,3.4641721,0,0,0,0
$1000,los angeles,North LA county,1994 toyota camry,good,4 cylinders,fwd,gas,17.54897499084473,black,compact,automatic,sedan,0,1000,6.9077554,1994,24,2.8649955,0,0,0,0
$11400,los angeles,LA long beach,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,NA,compact,automatic,sedan,0,11400,9.3413687,2015,3,2.4478016,0,0,1,0
$8300,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,fwd,gas,8.48,green,full-size,automatic,NA,0,8300,9.0240107,2007,11,2.1377103,0,0,0,0
$7600,los angeles,central LA,2009 toyota camry le,excellent,NA,NA,gas,16.45036315917969,NA,NA,automatic,NA,0,7600,8.9359035,2009,9,2.8003476,1,0,0,0
$1500,los angeles,LA westside-southbay,2007 Toyota Camry XLE,like new,NA,fwd,gas,11.62693023681641,NA,full-size,automatic,sedan,0,1500,7.3132205,2007,11,2.4533241,0,1,0,0
$3950,los angeles,LA westside-southbay,2006 toyota camry solara,good,6 cylinders,fwd,gas,16.4213,blue,mid-size,automatic,coupe,0,3950,8.2814713,2006,12,2.7985792,0,0,0,0
$12100,los angeles,central LA,2015 Toyota Camry,NA,NA,NA,gas,3.4306,NA,NA,automatic,NA,0,12100,9.4009609,2015,3,1.2327352,0,0,0,0
$1200,los angeles,San Fernando,1996 Toyota Camry,good,4 cylinders,fwd,gas,21.9,NA,NA,automatic,NA,0,1200,7.0900769,1996,22,3.0864866,0,0,0,0
$13600,los angeles,San Fernando,2014 Toyota Camry SE,NA,NA,NA,gas,5.25,NA,NA,automatic,NA,0,13600,9.5178251,2014,4,1.658228,0,0,1,0
$1500,los angeles,San Fernando,1995 toyota camry,NA,NA,NA,gas,20.04253387451172,NA,NA,automatic,NA,0,1500,7.3132205,1995,23,2.9978566,0,0,0,0
$2500,los angeles,central LA,2003 toyota camry,good,NA,NA,gas,17.5,NA,NA,automatic,NA,0,2500,7.8240461,2003,15,2.862201,0,0,0,0
$2500,los angeles,LA westside-southbay,2001 Toyota Camry ce,excellent,NA,NA,gas,16.20146942138672,NA,NA,automatic,NA,0,2500,7.8240461,2001,17,2.7851019,0,0,0,0
$2700,los angeles,central LA,2000 toyota camry,excellent,4 cylinders,NA,gas,16.83345794677734,brown,full-size,automatic,sedan,0,2700,7.9010072,2000,18,2.8233685,0,0,0,0
$2500,los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,14.08167171478271,NA,NA,automatic,NA,0,2500,7.8240461,2003,15,2.6448741,0,0,0,0
$1068,los angeles,LA westside-southbay,2005 toyota camry xle,excellent,6 cylinders,fwd,gas,14.38425159454346,white,full-size,automatic,sedan,0,1068,6.9735432,2005,13,2.6661339,0,1,0,0
$6995,los angeles,San Fernando,2007 toyota camry ce,NA,4 cylinders,NA,gas,11.62693023681641,black,NA,automatic,sedan,1,6995,8.852951,2007,11,2.4533241,0,0,0,0
$1000,los angeles,San Fernando,2005 toyota camry,NA,NA,NA,gas,14.38425159454346,NA,NA,automatic,NA,0,1000,6.9077554,2005,13,2.6661339,0,0,0,0
$5500,los angeles,LA san gabriel,2010 TOYOTA CAMRY,good,4 cylinders,NA,gas,16,NA,NA,automatic,NA,0,5500,8.6125031,2010,8,2.7725887,0,0,0,0
$7500,los angeles,San Fernando,2012 toyota camry le,excellent,4 cylinders,fwd,diesel,8.304973602294922,NA,NA,automatic,sedan,0,7500,8.922658,2012,6,2.1168547,1,0,0,0
$1650,los angeles,San Fernando,1995 toyota Camry Le,fair,4 cylinders,fwd,gas,27.1,blue,compact,automatic,sedan,0,1650,7.4085307,1995,23,3.2995338,0,0,0,0
$16995,los angeles,San Fernando,2016 TOYOTA CAMRY,NA,NA,fwd,other,3.9373,white,NA,automatic,sedan,1,16995,9.740674,2016,2,1.3704952,0,0,0,0
$500,los angeles,LA westside-southbay,2000 toyota camry solara,NA,6 cylinders,fwd,gas,25.6,white,NA,automatic,coupe,0,500,6.2146082,2000,18,3.2425923,0,0,0,0
$3300,los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,8.304973602294922,NA,NA,automatic,NA,0,3300,8.1016779,2012,6,2.1168547,0,0,0,0
$3799,los angeles,LA san gabriel,2004 toyota camry xle,NA,NA,NA,gas,11.325,NA,NA,automatic,NA,1,3799,8.2424936,2004,14,2.4270127,0,1,0,0
$6990,los angeles,LA westside-southbay,2007 toyota camry,like new,4 cylinders,NA,gas,12.4,silver,compact,automatic,sedan,0,6990,8.8522358,2007,11,2.5176964,0,0,0,0
$1600,los angeles,LA long beach,2001 Toyota Camry,excellent,4 cylinders,fwd,gas,22.5,custom,NA,automatic,sedan,0,1600,7.377759,2001,17,3.1135154,0,0,0,0
$11400,los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,NA,compact,automatic,sedan,0,11400,9.3413687,2015,3,2.4478016,0,0,1,0
$7000,los angeles,LA san gabriel,2007 toyota camry le,excellent,4 cylinders,fwd,gas,10.4,white,full-size,automatic,sedan,0,7000,8.8536654,2007,11,2.3418057,1,0,0,0
$1000,los angeles,San Fernando,1997 toyota camry,good,4 cylinders,fwd,gas,18.7007999420166,black,mid-size,automatic,sedan,0,1000,6.9077554,1997,21,2.9285662,0,0,0,0
$3000,los angeles,central LA,1998 toyota camry,good,4 cylinders,fwd,gas,15.8,green,compact,automatic,sedan,0,3000,8.0063677,1998,20,2.76001,0,0,0,0
$3850,los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,NA,gas,16.4,NA,NA,automatic,coupe,0,3850,8.2558289,2006,12,2.7972813,0,0,0,0
$5000,los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,NA,gas,12,grey,mid-size,automatic,convertible,0,5000,8.5171928,2007,11,2.4849067,0,0,0,0
$12888,los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,4.4,white,mid-size,automatic,sedan,1,12888,9.4640522,2015,3,1.4816046,1,0,0,0
$2599,los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,18.6528,NA,mid-size,automatic,sedan,0,2599,7.8628821,2000,18,2.9259963,1,0,0,0
$2400,los angeles,LA westside-southbay,2001 Toyota Camry,good,4 cylinders,NA,gas,13.5,NA,NA,automatic,NA,0,2400,7.7832241,2001,17,2.6026897,0,0,0,0
$5900,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,NA,gas,11.8,NA,NA,automatic,NA,0,5900,8.6827078,2007,11,2.4680996,0,0,0,0
$1500,los angeles,LA westside-southbay,1997 Toyota camry,good,4 cylinders,fwd,gas,19.756,green,compact,automatic,coupe,0,1500,7.3132205,1997,21,2.9834573,0,0,0,0
$14988,los angeles,LA san gabriel,2015 TOYOTA CAMRY,NA,NA,fwd,gas,5.5096,NA,NA,automatic,sedan,1,14988,9.6150055,2015,3,1.7064921,0,0,0,0
$9000,los angeles,LA long beach,2014 toyota camry le 4dr sedan,NA,NA,NA,gas,4.791686534881592,NA,NA,automatic,NA,0,9000,9.1049795,2014,4,1.5668825,1,0,1,0
$15800,los angeles,LA san gabriel,2016 Toyota Camry LE,excellent,4 cylinders,NA,gas,4.249044418334961,NA,NA,automatic,NA,0,15800,9.6677656,2016,2,1.4466941,1,0,0,0
$18500,los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,.5,grey,full-size,automatic,sedan,0,18500,9.8255262,2017,1,-.69314718,0,0,1,0
$3500,los angeles,LA san gabriel,2002 toyota camry le,fair,4 cylinders,fwd,gas,6.6354,silver,full-size,automatic,sedan,0,3500,8.1605186,2002,16,1.892419,1,0,0,0
$90002,los angeles,San Fernando,2003 Toyota Camry Xle,NA,NA,NA,gas,14.08167171478271,NA,NA,automatic,NA,0,90002,11.407587,2003,15,2.6448741,0,0,0,0
$6500,los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.3,white,full-size,automatic,sedan,0,6500,8.7795572,2010,8,2.7278528,1,0,1,0
$8300,los angeles,LA san gabriel,2007 Toyota camry,NA,NA,NA,gas,11.8,NA,NA,automatic,NA,0,8300,9.0240107,2007,11,2.4680996,0,0,0,0
$950,los angeles,central LA,1993 toyota camry,NA,NA,NA,gas,21.91666603088379,NA,NA,automatic,NA,0,950,6.856462,1993,25,3.0872474,0,0,0,0
$950,los angeles,central LA,1997 toyota camry le,NA,NA,NA,gas,18.7007999420166,NA,NA,manual,NA,0,950,6.856462,1997,21,2.9285662,1,0,0,0
$2395,los angeles,central LA,2004 toyota camry solara,NA,4 cylinders,fwd,gas,23.9,red,full-size,automatic,coupe,0,2395,7.7811384,2004,14,3.1738784,0,0,0,0
$5100,los angeles,LA long beach,2008 toyota camry le 4dr sedan,good,4 cylinders,NA,gas,9.800000000000001,black,NA,automatic,NA,0,5100,8.5369959,2008,10,2.2823825,1,0,1,0
$1000,los angeles,central LA,1996 Toyota Camry,NA,NA,NA,gas,21.89999961853027,NA,NA,manual,NA,0,1000,6.9077554,1996,22,3.0864866,0,0,0,0
$1,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,NA,gas,14.08167171478271,white,full-size,automatic,NA,0,1,0,2003,15,2.6448741,1,0,0,0
$3200,los angeles,central LA,2006 Toyota  camry,good,4 cylinders,fwd,gas,13.1,white,compact,automatic,sedan,0,3200,8.0709057,2006,12,2.5726123,0,0,0,0
$4950,los angeles,LA long beach,2009 toyota camry,excellent,4 cylinders,NA,gas,17.4,NA,NA,manual,NA,0,4950,8.507143,2009,9,2.8564701,0,0,0,0
$4500,los angeles,LA san gabriel,2005 toyota camry,NA,NA,NA,gas,14.38425159454346,NA,NA,automatic,NA,0,4500,8.4118328,2005,13,2.6661339,0,0,0,0
$3700,los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,13.2,NA,NA,automatic,NA,0,3700,8.2160883,2003,15,2.5802169,0,0,0,0
$1000,los angeles,San Fernando,1999 Toyota camry,good,4 cylinders,rwd,gas,20.5,brown,compact,automatic,coupe,0,1000,6.9077554,1999,19,3.0204248,0,0,0,0
$1150,los angeles,LA westside-southbay,2003 Toyota CAMRY XLE,NA,NA,NA,gas,6.7,white,NA,automatic,NA,0,1150,7.0475173,2003,15,1.9021075,0,1,0,0
$4500,los angeles,central LA,2008 toyota camry,NA,NA,NA,gas,12.54811191558838,NA,NA,manual,NA,0,4500,8.4118328,2008,10,2.5295701,0,0,0,0
$3115,los angeles,central LA,2012 toyota camry,like new,4 cylinders,NA,gas,8.304973602294922,black,NA,automatic,sedan,0,3115,8.0439844,2012,6,2.1168547,0,0,0,0
$2500,los angeles,central LA,2003 toyota camry,NA,6 cylinders,fwd,gas,14.08167171478271,black,NA,automatic,sedan,0,2500,7.8240461,2003,15,2.6448741,0,0,0,0
$15995,los angeles,San Fernando,2015 Toyota Camry,NA,4 cylinders,fwd,gas,3.4566,grey,NA,automatic,sedan,1,15995,9.6800318,2015,3,1.2402854,0,0,0,0
$10800,los angeles,LA long beach,2015 toyota camry le 4dr sedan,NA,NA,NA,gas,4.963212966918945,NA,NA,automatic,NA,0,10800,9.2873011,2015,3,1.6020533,1,0,1,0
$5900,los angeles,LA westside-southbay,2005 Toyota Camry XLE,good,4 cylinders,fwd,gas,14.5741,grey,mid-size,automatic,NA,0,5900,8.6827078,2005,13,2.6792459,0,1,0,0
$9900,los angeles,LA long beach,2014 toyota camry le 4dr sedan,NA,NA,NA,gas,4.791686534881592,NA,NA,automatic,NA,0,9900,9.2002897,2014,4,1.5668825,1,0,1,0
$3190,los angeles,LA san gabriel,2012 toyota camry,excellent,4 cylinders,fwd,gas,8.304973602294922,NA,NA,automatic,sedan,0,3190,8.0677757,2012,6,2.1168547,0,0,0,0
$226,los angeles,San Fernando,2014 Toyota Camry LE,NA,4 cylinders,fwd,gas,2.8122,NA,NA,automatic,sedan,1,226,5.4205351,2014,4,1.0339671,1,0,0,0
$1400,los angeles,central LA,2001 toyota camry,NA,NA,NA,gas,16.20146942138672,NA,NA,automatic,NA,0,1400,7.2442274,2001,17,2.7851019,0,0,0,0
$2700,los angeles,central LA,2002 toyota camry,good,4 cylinders,NA,gas,13.045,NA,NA,automatic,NA,0,2700,7.9010072,2002,16,2.5684049,0,0,0,0
$500,los angeles,LA westside-southbay,1999 toyota camry,excellent,4 cylinders,fwd,gas,17.01991844177246,NA,NA,automatic,NA,0,500,6.2146082,1999,19,2.8343844,0,0,0,0
$9600,los angeles,LA san gabriel,2011 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,5.0212,silver,full-size,automatic,sedan,0,9600,9.1695185,2011,7,1.6136689,1,0,1,0
